tx_id,timestamp,payer_id,beneficiary_id,amount,payment_system,status,kyc_verified,risk_tier,device_ok,ip,score,reasons,flag,model_version,rule_config_version,ml_prob_STR,ml_label,norm_det,combined_score,final_flag
TX00000463,2025-12-07 16:46:28.091411,C100051,BEN9856,556.16,UPI,completed,True,low,True,239.157.129.80,0,[],Low,deterministic-v1,rules-2025-12-09,0.0009572784620214652,Normal,0.0,0.00038291138480858614,Low
TX00000851,2025-12-07 16:47:49.091411,C100193,BEN3607,1496.32,NEFT,completed,True,medium,True,21.206.223.52,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09,0.0056844883752201715,Normal,0.5,0.3022737953500881,Medium
TX00003855,2025-12-07 16:48:09.091411,C100263,BEN9659,3129.78,NEFT,completed,True,medium,True,3.169.244.162,0,[],Low,deterministic-v1,rules-2025-12-09,0.013486680477760804,Normal,0.0,0.005394672191104322,Low
TX00003537,2025-12-07 16:49:51.091411,C100238,BEN7559,3676.51,UPI,completed,True,low,True,154.238.46.51,0,[],Low,deterministic-v1,rules-2025-12-09,0.005123614901468671,Normal,0.0,0.0020494459605874685,Low
TX00001441,2025-12-07 16:52:04.091411,C100123,BEN3887,535.86,UPI,completed,True,high,True,205.207.27.34,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09,0.0010096344829638737,Normal,0.5,0.3004038537931855,Medium
TX00000789,2025-12-07 16:52:16.091411,C100304,BEN9370,2466.79,UPI,completed,True,low,True,218.123.171.163,0,[],Low,deterministic-v1,rules-2025-12-09,0.004050086668944702,Normal,0.0,0.001620034667577881,Low
TX00002371,2025-12-07 16:52:51.091411,C100083,BEN2471,1335.56,UPI,completed,False,high,True,86.228.31.156,0,[],Low,deterministic-v1,rules-2025-12-09,0.005448249268422192,Normal,0.0,0.002179299707368877,Low
TX00001761,2025-12-07 16:54:54.091411,C100308,BEN6469,88.37,UPI,completed,True,low,True,150.2.8.67,0,[],Low,deterministic-v1,rules-2025-12-09,0.0007263720984788083,Normal,0.0,0.0002905488393915233,Low
TX00001455,2025-12-07 16:55:48.091411,C100263,BEN4674,4315.94,UPI,completed,True,medium,True,129.42.199.195,0,[],Low,deterministic-v1,rules-2025-12-09,0.014663029255241062,Normal,0.0,0.005865211702096425,Low
TX00000290,2025-12-07 16:56:00.091411,C100127,BEN2253,176.13,UPI,completed,True,low,True,119.46.202.47,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09,0.0009932001428254158,Normal,0.5,0.3003972800571302,Medium
TX00001682,2025-12-07 16:58:48.091411,C100003,BEN9218,1233.02,UPI,completed,True,low,True,188.155.129.129,0,[],Low,deterministic-v1,rules-2025-12-09,0.003492079427956473,Normal,0.0,0.0013968317711825894,Low
TX00000954,2025-12-07 17:00:55.091411,C100150,BEN3362,929.1,UPI,completed,True,low,True,190.211.115.205,0,[],Low,deterministic-v1,rules-2025-12-09,0.0015871937599294791,Normal,0.0,0.0006348775039717917,Low
TX00000075,2025-12-07 17:01:25.091411,C100105,BEN7418,3454.19,UPI,completed,False,medium,True,34.100.221.215,0,[],Low,deterministic-v1,rules-2025-12-09,0.005489185627212342,Normal,0.0,0.002195674250884937,Low
TX00000885,2025-12-07 17:01:57.091411,C100142,BEN2050,793.87,UPI,completed,False,medium,True,222.92.136.181,0,[],Low,deterministic-v1,rules-2025-12-09,0.0019399474173267602,Normal,0.0,0.0007759789669307041,Low
TX00001611,2025-12-07 17:02:07.091411,C100328,BEN2253,303.35,UPI,completed,True,low,True,219.96.116.165,0,[],Low,deterministic-v1,rules-2025-12-09,0.0009880848994000082,Normal,0.0,0.0003952339597600033,Low
TX00003660,2025-12-07 17:07:05.091411,C100399,BEN2801,71.13,UPI,completed,True,low,True,234.214.152.162,0,[],Low,deterministic-v1,rules-2025-12-09,0.0008187977319673029,Normal,0.0,0.0003275190927869212,Low
TX00000103,2025-12-07 17:07:34.091411,C100159,BEN2609,5262.53,UPI,completed,False,low,True,125.195.133.223,45,['dormant_account_spike'],Medium,deterministic-v1,rules-2025-12-09,0.005496234272278027,Normal,0.225,0.1371984937089112,Low
TX00003088,2025-12-07 17:10:43.091411,C100113,BEN3876,578.87,UPI,completed,True,low,True,222.76.212.9,0,[],Low,deterministic-v1,rules-2025-12-09,0.0009602335447637819,Normal,0.0,0.0003840934179055128,Low
TX00000390,2025-12-07 17:12:57.091411,C100056,BEN7849,1164.16,UPI,completed,True,medium,True,86.78.29.25,0,[],Low,deterministic-v1,rules-2025-12-09,0.00381994828041549,Normal,0.0,0.0015279793121661962,Low
TX00000056,2025-12-07 17:14:34.091411,C100003,BEN7224,5198.87,RTGS,completed,True,low,True,248.82.75.189,75,"['rtgs_unusual_small_amount', 'dormant_account_spike']",Medium,deterministic-v1,rules-2025-12-09,0.06650071055683016,Normal,0.375,0.25160028422273206,Low
TX00001027,2025-12-07 17:14:40.091411,C100348,BEN9252,2550.85,UPI,completed,False,low,True,117.16.68.166,0,[],Low,deterministic-v1,rules-2025-12-09,0.0052684809846286615,Normal,0.0,0.0021073923938514645,Low
TX00000882,2025-12-07 17:17:36.091411,C100313,BEN5007,2012.28,UPI,completed,True,low,True,169.180.144.44,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09,0.00385040658620742,Normal,0.5,0.30154016263448297,Medium
TX00001759,2025-12-07 17:19:09.091411,C100259,BEN7882,637.86,UPI,completed,True,low,True,146.84.212.123,0,[],Low,deterministic-v1,rules-2025-12-09,0.0010390730443645272,Normal,0.0,0.0004156292177458109,Low
TX00001604,2025-12-07 17:20:02.091411,C100222,BEN6209,624.05,UPI,completed,True,low,True,103.62.220.238,0,[],Low,deterministic-v1,rules-2025-12-09,0.0010390730443645272,Normal,0.0,0.0004156292177458109,Low
TX00003507,2025-12-07 17:20:12.091411,C100111,BEN1927,367.81,UPI,completed,True,low,True,193.159.200.202,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09,0.0007596189436986137,Normal,0.5,0.3003038475774794,Medium
TX00000674,2025-12-07 17:22:10.091411,C100150,BEN4852,2709.12,UPI,completed,True,low,True,186.19.73.198,0,[],Low,deterministic-v1,rules-2025-12-09,0.004664937750136052,Normal,0.0,0.001865975100054421,Low
TX00001320,2025-12-07 17:23:22.091411,C100230,BEN8558,2201.51,UPI,completed,True,high,True,130.67.245.176,0,[],Low,deterministic-v1,rules-2025-12-09,0.004100848077600959,Normal,0.0,0.0016403392310403839,Low
TX00002815,2025-12-07 17:24:59.091411,C100389,BEN5065,1821.35,RTGS,completed,True,medium,True,164.49.21.15,30,['rtgs_unusual_small_amount'],Low,deterministic-v1,rules-2025-12-09,0.04037341525902183,Normal,0.15,0.10614936610360873,Low
TX00003396,2025-12-07 17:25:12.091411,C100130,BEN2826,131033.33,UPI,completed,True,low,True,142.100.128.82,125,"['high_absolute_value', 'dormant_account_spike']",STR,deterministic-v1,rules-2025-12-09,0.0618989898989899,Normal,0.625,0.399759595959596,Medium
TX00002198,2025-12-07 17:25:21.091411,C100372,BEN4097,563.86,UPI,completed,True,low,True,35.108.6.95,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09,0.0009602335447637819,Normal,0.5,0.3003840934179055,Medium
TX00002901,2025-12-07 17:26:25.091411,C100343,BEN8009,663.41,UPI,completed,True,low,True,5.116.75.236,0,[],Low,deterministic-v1,rules-2025-12-09,0.0010390730443645272,Normal,0.0,0.0004156292177458109,Low
TX00003288,2025-12-07 17:27:21.091411,C100267,BEN2928,1852.76,UPI,completed,True,low,True,91.223.106.2,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09,0.0036923661616867875,Normal,0.5,0.3014769464646747,Medium
TX00003827,2025-12-07 17:28:50.091411,C100251,BEN6102,1116.05,UPI,completed,True,low,True,27.56.96.170,0,[],Low,deterministic-v1,rules-2025-12-09,0.003884153737879374,Normal,0.0,0.0015536614951517497,Low
TX00000357,2025-12-07 17:29:04.091411,C100375,BEN6642,5644.51,UPI,completed,True,low,True,74.188.111.44,45,['dormant_account_spike'],Medium,deterministic-v1,rules-2025-12-09,0.0052343797595771225,Normal,0.225,0.13709375190383086,Low
TX00003022,2025-12-07 17:30:33.091411,C100227,BEN4754,7417.91,NEFT,completed,True,low,True,6.97.202.131,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09,0.011478166050800964,Normal,0.5,0.30459126642032036,Medium
TX00003582,2025-12-07 17:30:33.091411,C100208,BEN1242,3740.22,UPI,completed,True,low,True,162.122.68.33,0,[],Low,deterministic-v1,rules-2025-12-09,0.005691051948726346,Normal,0.0,0.0022764207794905384,Low
TX00000098,2025-12-07 17:30:42.091411,C100203,BEN9914,328.33,UPI,completed,True,low,True,172.89.207.139,0,[],Low,deterministic-v1,rules-2025-12-09,0.0009011283776608778,Normal,0.0,0.0003604513510643511,Low
TX00000688,2025-12-07 17:30:51.091411,C100378,BEN5671,1750.91,UPI,completed,True,low,True,55.150.205.21,0,[],Low,deterministic-v1,rules-2025-12-09,0.003490572439713694,Normal,0.0,0.0013962289758854777,Low
TX00001857,2025-12-07 17:33:35.091411,C100221,BEN4106,756.36,RTGS,completed,True,medium,True,85.231.177.161,30,['rtgs_unusual_small_amount'],Low,deterministic-v1,rules-2025-12-09,0.09021450169723165,Normal,0.15,0.12608580067889266,Low
TX00000091,2025-12-07 17:33:46.091411,C100089,BEN4584,2870.79,UPI,completed,True,low,True,37.199.29.217,0,[],Low,deterministic-v1,rules-2025-12-09,0.004636787659615896,Normal,0.0,0.0018547150638463584,Low
TX00002485,2025-12-07 17:34:09.091411,C100143,BEN7121,1239.57,UPI,completed,True,low,True,189.169.173.196,0,[],Low,deterministic-v1,rules-2025-12-09,0.00371373870598054,Normal,0.0,0.001485495482392216,Low
TX00000078,2025-12-07 17:34:48.091411,C100341,BEN3248,203.86,UPI,completed,True,medium,True,8.86.207.110,0,[],Low,deterministic-v1,rules-2025-12-09,0.0009880848994000082,Normal,0.0,0.0003952339597600033,Low
TX00002411,2025-12-07 17:35:50.091411,C100211,BEN7548,983.93,NEFT,completed,True,low,True,98.191.222.19,0,[],Low,deterministic-v1,rules-2025-12-09,0.0037253890898016244,Normal,0.0,0.0014901556359206499,Low
TX00003204,2025-12-07 17:37:47.091411,C100094,BEN7201,7430.9,UPI,completed,True,low,True,121.244.30.43,45,['dormant_account_spike'],Medium,deterministic-v1,rules-2025-12-09,0.005152566369735313,Normal,0.225,0.13706102654789412,Low
TX00003149,2025-12-07 17:38:31.091411,C100146,BEN3389,751.57,UPI,completed,True,low,True,181.71.183.136,0,[],Low,deterministic-v1,rules-2025-12-09,0.0012894508835065949,Normal,0.0,0.000515780353402638,Low
TX00001041,2025-12-07 17:39:42.091411,C100290,BEN1827,12414.39,UPI,completed,True,low,True,105.46.49.229,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09,0.0071657834355544625,Normal,0.5,0.30286631337422176,Medium
TX00001050,2025-12-07 17:40:08.091411,C100140,BEN1001,1181.77,UPI,completed,True,medium,True,106.83.20.200,0,[],Low,deterministic-v1,rules-2025-12-09,0.008492079427956472,Normal,0.0,0.003396831771182589,Low
TX00000733,2025-12-07 17:41:09.091411,C100260,BEN3690,538.49,UPI,completed,True,low,True,20.21.172.50,0,[],Low,deterministic-v1,rules-2025-12-09,0.0010096344829638737,Normal,0.0,0.0004038537931855495,Low
TX00001513,2025-12-07 17:43:06.091411,C100312,BEN3669,1745.92,RTGS,completed,True,medium,True,247.152.57.54,30,['rtgs_unusual_small_amount'],Low,deterministic-v1,rules-2025-12-09,0.04017835000594825,Normal,0.15,0.1060713400023793,Low
TX00003623,2025-12-07 17:43:38.091411,C100228,BEN5456,1959.69,UPI,completed,True,low,True,153.17.124.166,0,[],Low,deterministic-v1,rules-2025-12-09,0.0035778924774762617,Normal,0.0,0.0014311569909905048,Low
TX00003300,2025-12-07 17:44:52.091411,C100183,BEN7656,3772.41,UPI,completed,True,low,True,225.28.249.190,0,[],Low,deterministic-v1,rules-2025-12-09,0.005691051948726346,Normal,0.0,0.0022764207794905384,Low
TX00000566,2025-12-07 17:44:55.091411,C100106,BEN2094,2946.18,NEFT,completed,True,low,True,214.90.19.58,0,[],Low,deterministic-v1,rules-2025-12-09,0.014776897485374658,Normal,0.0,0.0059107589941498635,Low
TX00000501,2025-12-07 17:45:57.091411,C100359,BEN6423,4846.6,UPI,completed,True,low,True,187.79.95.160,0,[],Low,deterministic-v1,rules-2025-12-09,0.0047434415523372134,Normal,0.0,0.0018973766209348854,Low
TX00002105,2025-12-07 17:46:48.091411,C100061,BEN7841,454.03,UPI,completed,True,medium,True,4.140.223.166,0,[],Low,deterministic-v1,rules-2025-12-09,0.0007991882354993707,Normal,0.0,0.0003196752941997483,Low
TX00001367,2025-12-07 17:46:52.091411,C100004,BEN4792,7074.32,RTGS,completed,True,low,True,232.99.117.26,75,"['rtgs_unusual_small_amount', 'dormant_account_spike']",Medium,deterministic-v1,rules-2025-12-09,0.0747216349871002,Normal,0.375,0.25488865399484006,Low
TX00001590,2025-12-07 17:47:08.091411,C100003,BEN7001,3722.44,UPI,completed,True,low,True,118.29.73.115,0,[],Low,deterministic-v1,rules-2025-12-09,0.005691051948726346,Normal,0.0,0.0022764207794905384,Low
TX00002655,2025-12-07 17:47:41.091411,C100336,BEN6566,1823.0,NEFT,completed,True,low,True,154.208.22.190,0,[],Low,deterministic-v1,rules-2025-12-09,0.00684246861120676,Normal,0.0,0.002736987444482704,Low
TX00002920,2025-12-07 17:47:43.091411,C100063,BEN4059,3389.43,UPI,completed,True,low,True,162.46.178.33,0,[],Low,deterministic-v1,rules-2025-12-09,0.00488342029652339,Normal,0.0,0.0019533681186093563,Low
TX00003800,2025-12-07 17:50:07.091411,C100148,BEN6950,262.59,UPI,completed,True,medium,True,162.49.144.203,0,[],Low,deterministic-v1,rules-2025-12-09,0.0009880848994000082,Normal,0.0,0.0003952339597600033,Low
TX00001226,2025-12-07 17:51:51.091411,C100193,BEN9364,1410.42,UPI,completed,True,medium,True,59.177.216.21,0,[],Low,deterministic-v1,rules-2025-12-09,0.004276085325256117,Normal,0.0,0.0017104341301024469,Low
TX00002333,2025-12-07 17:55:42.091411,C100106,BEN4564,1627.0,UPI,completed,True,low,True,98.59.239.207,0,[],Low,deterministic-v1,rules-2025-12-09,0.0037315362951353803,Normal,0.0,0.0014926145180541523,Low
TX00000822,2025-12-07 17:56:56.091411,C100060,BEN2478,888.11,UPI,completed,True,low,True,241.36.112.69,0,[],Low,deterministic-v1,rules-2025-12-09,0.0015871937599294791,Normal,0.0,0.0006348775039717917,Low
TX00003475,2025-12-07 17:58:14.091411,C100175,BEN5458,1316.78,UPI,completed,True,low,True,133.38.230.157,0,[],Low,deterministic-v1,rules-2025-12-09,0.004086341735512528,Normal,0.0,0.0016345366942050112,Low
TX00003147,2025-12-07 17:59:57.091411,C100396,BEN1023,334.04,NEFT,completed,True,low,True,144.133.20.80,0,[],Low,deterministic-v1,rules-2025-12-09,0.0048714712614407185,Normal,0.0,0.0019485885045762874,Low
TX00003518,2025-12-07 18:00:11.091411,C100305,BEN7600,1508.45,UPI,completed,True,medium,True,205.28.15.154,0,[],Low,deterministic-v1,rules-2025-12-09,0.005135699141260004,Normal,0.0,0.0020542796565040018,Low
TX00001151,2025-12-07 18:01:10.091411,C100234,BEN7294,1350.52,UPI,completed,True,low,True,154.75.92.47,0,[],Low,deterministic-v1,rules-2025-12-09,0.004086341735512528,Normal,0.0,0.0016345366942050112,Low
TX00002824,2025-12-07 18:01:22.091411,C100231,BEN4811,5507.91,UPI,completed,True,low,True,132.90.61.88,45,['dormant_account_spike'],Medium,deterministic-v1,rules-2025-12-09,0.0052343797595771225,Normal,0.225,0.13709375190383086,Low
TX00003831,2025-12-07 18:03:06.091411,C100186,BEN5593,1105.91,UPI,completed,True,low,True,103.43.153.116,0,[],Low,deterministic-v1,rules-2025-12-09,0.004908114328519279,Normal,0.0,0.001963245731407712,Low
TX00001654,2025-12-07 18:03:57.091411,C100396,BEN2780,3289.03,UPI,completed,True,low,True,113.196.199.225,0,[],Low,deterministic-v1,rules-2025-12-09,0.002876341941056364,Normal,0.0,0.0011505367764225456,Low
TX00003074,2025-12-07 18:05:05.091411,C100225,BEN4499,68.19,UPI,completed,False,low,True,158.180.221.196,0,[],Low,deterministic-v1,rules-2025-12-09,0.0009866341572857286,Normal,0.0,0.00039465366291429146,Low
TX00002504,2025-12-07 18:05:14.091411,C100133,BEN3065,3535.99,UPI,completed,True,low,True,167.171.98.65,0,[],Low,deterministic-v1,rules-2025-12-09,0.00488342029652339,Normal,0.0,0.0019533681186093563,Low
TX00001469,2025-12-07 18:05:43.091411,C100057,BEN7894,1018.93,UPI,completed,True,low,True,145.216.163.50,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09,0.001558204506622439,Normal,0.5,0.30062328180264897,Medium
TX00003594,2025-12-07 18:06:01.091411,C100083,BEN2576,2074.12,UPI,blocked,False,high,False,111.51.176.244,90,['ip_reputation'],High-Risk,deterministic-v1,rules-2025-12-09,0.006347206412892421,Normal,0.45,0.27253888256515696,Low
TX00001655,2025-12-07 18:07:18.091411,C100274,BEN7041,3621.59,RTGS,completed,True,low,True,90.131.15.178,30,['rtgs_unusual_small_amount'],Low,deterministic-v1,rules-2025-12-09,0.0819897920878615,Normal,0.15,0.1227959168351446,Low
TX00003521,2025-12-07 18:07:41.091411,C100166,BEN1608,689.42,UPI,completed,False,low,True,198.212.203.113,0,[],Low,deterministic-v1,rules-2025-12-09,0.0017532511348857965,Normal,0.0,0.0007013004539543187,Low
TX00001859,2025-12-07 18:09:30.091411,C100158,BEN8769,2835.19,UPI,completed,True,high,True,236.21.224.58,0,[],Low,deterministic-v1,rules-2025-12-09,0.004636787659615896,Normal,0.0,0.0018547150638463584,Low
TX00000331,2025-12-07 18:12:39.091411,C100306,BEN4098,79.0,UPI,completed,False,low,True,203.170.158.17,0,[],Low,deterministic-v1,rules-2025-12-09,0.0009866341572857286,Normal,0.0,0.00039465366291429146,Low
TX00002199,2025-12-07 18:15:17.091411,C100356,BEN9708,124.96,UPI,completed,True,low,True,24.59.9.127,0,[],Low,deterministic-v1,rules-2025-12-09,0.0010605736327299526,Normal,0.0,0.00042422945309198107,Low
TX00001969,2025-12-07 18:15:18.091411,C100294,BEN8144,1984.37,UPI,completed,True,high,True,212.29.70.9,0,[],Low,deterministic-v1,rules-2025-12-09,0.0035778924774762617,Normal,0.0,0.0014311569909905048,Low
TX00003608,2025-12-07 18:17:08.091411,C100271,BEN7044,1265.84,UPI,completed,True,medium,True,2.207.175.58,0,[],Low,deterministic-v1,rules-2025-12-09,0.00371373870598054,Normal,0.0,0.001485495482392216,Low
TX00001067,2025-12-07 18:18:37.091411,C100370,BEN2309,4086.79,UPI,completed,True,low,True,61.50.226.83,0,[],Low,deterministic-v1,rules-2025-12-09,0.009674030758183039,Normal,0.0,0.0038696123032732157,Low
TX00000776,2025-12-07 18:19:08.091411,C100133,BEN1124,1074.49,RTGS,completed,True,low,True,229.202.79.160,30,['rtgs_unusual_small_amount'],Low,deterministic-v1,rules-2025-12-09,0.08473874827240518,Normal,0.15,0.12389549930896207,Low
TX00003544,2025-12-07 18:19:37.091411,C100387,BEN6227,1406.79,UPI,completed,True,low,True,196.126.5.122,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09,0.004276085325256117,Normal,0.5,0.30171043413010246,Medium
TX00000544,2025-12-07 18:21:40.091411,C100392,BEN4445,3833.54,UPI,completed,True,low,True,200.186.69.59,0,[],Low,deterministic-v1,rules-2025-12-09,0.006267975025649423,Normal,0.0,0.0025071900102597694,Low
TX00002417,2025-12-07 18:23:06.091411,C100147,BEN4183,3370.14,UPI,completed,True,medium,True,119.72.79.133,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09,0.004864115277218371,Normal,0.5,0.3019456461108873,Medium
TX00002982,2025-12-07 18:23:16.091411,C100059,BEN7739,1870.69,UPI,completed,True,medium,True,176.99.144.51,0,[],Low,deterministic-v1,rules-2025-12-09,0.0036923661616867875,Normal,0.0,0.0014769464646747152,Low
TX00002347,2025-12-07 18:23:39.091411,C100039,BEN7475,2368.51,UPI,completed,True,low,True,186.11.70.31,0,[],Low,deterministic-v1,rules-2025-12-09,0.004050086668944702,Normal,0.0,0.001620034667577881,Low
TX00003558,2025-12-07 18:25:49.091411,C100143,BEN1920,1741.74,UPI,completed,True,low,True,246.239.9.154,0,[],Low,deterministic-v1,rules-2025-12-09,0.003490572439713694,Normal,0.0,0.0013962289758854777,Low
TX00002789,2025-12-07 18:26:21.091411,C100355,BEN6072,68.16,UPI,completed,True,low,True,129.166.140.135,0,[],Low,deterministic-v1,rules-2025-12-09,0.0007263720984788083,Normal,0.0,0.0002905488393915233,Low
TX00000894,2025-12-07 18:26:28.091411,C100133,BEN3996,5463.73,UPI,completed,True,low,True,40.82.154.11,0,[],Low,deterministic-v1,rules-2025-12-09,0.004754672151484297,Normal,0.0,0.0019018688605937188,Low
TX00002760,2025-12-07 18:28:29.091411,C100097,BEN4876,10625.63,NEFT,completed,False,low,True,146.26.67.81,170,"['non_kyc_high_amount', 'sanctions_hit']",STR,deterministic-v1,rules-2025-12-09,0.3535002678191789,Normal,0.85,0.6514001071276716,High-Risk
TX00000351,2025-12-07 18:28:45.091411,C100093,BEN9055,2159.95,UPI,completed,True,low,True,80.43.185.51,0,[],Low,deterministic-v1,rules-2025-12-09,0.0041181491156632435,Normal,0.0,0.0016472596462652974,Low
TX00000126,2025-12-07 18:29:39.091411,C100258,BEN5067,4442.69,NEFT,completed,False,low,True,240.142.162.56,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09,0.027046051289371497,Normal,0.5,0.3108184205157486,Medium
TX00001951,2025-12-07 18:29:56.091411,C100332,BEN4349,1709.71,RTGS,completed,True,medium,True,35.187.234.137,30,['rtgs_unusual_small_amount'],Low,deterministic-v1,rules-2025-12-09,0.044128594065774865,Normal,0.15,0.10765143762630994,Low
TX00002231,2025-12-07 18:29:56.091411,C100375,BEN3896,1557.33,UPI,completed,True,low,True,173.4.237.239,0,[],Low,deterministic-v1,rules-2025-12-09,0.004670795725200136,Normal,0.0,0.0018683182900800545,Low
TX00002179,2025-12-07 18:30:07.091411,C100064,BEN3121,2793.41,UPI,completed,True,medium,True,31.221.135.197,0,[],Low,deterministic-v1,rules-2025-12-09,0.004587628513188261,Normal,0.0,0.0018350514052753045,Low
TX00002370,2025-12-07 18:31:19.091411,C100309,BEN8410,858.92,UPI,completed,True,low,True,44.23.5.184,0,[],Low,deterministic-v1,rules-2025-12-09,0.001293766529882531,Normal,0.0,0.0005175066119530125,Low
TX00003290,2025-12-07 18:31:58.091411,C100011,BEN4028,2886.61,UPI,completed,False,low,True,209.86.153.192,0,[],Low,deterministic-v1,rules-2025-12-09,0.005463461307965944,Normal,0.0,0.0021853845231863778,Low
TX00000171,2025-12-07 18:34:59.091411,C100081,BEN9534,1445.26,UPI,completed,True,low,True,102.203.63.3,0,[],Low,deterministic-v1,rules-2025-12-09,0.0061265527997965905,Normal,0.0,0.0024506211199186363,Low
TX00000843,2025-12-07 18:35:55.091411,C100289,BEN7938,469.18,NEFT,completed,True,low,True,66.119.119.228,0,[],Low,deterministic-v1,rules-2025-12-09,0.004991753341501434,Normal,0.0,0.0019967013366005734,Low
TX00000184,2025-12-07 18:36:30.091411,C100350,BEN7776,2167.53,NEFT,completed,True,low,True,210.60.52.176,0,[],Low,deterministic-v1,rules-2025-12-09,0.00867158673833712,Normal,0.0,0.0034686346953348487,Low
TX00000179,2025-12-07 18:36:40.091411,C100311,BEN5162,1834.26,UPI,completed,True,low,True,81.6.198.211,0,[],Low,deterministic-v1,rules-2025-12-09,0.0036923661616867875,Normal,0.0,0.0014769464646747152,Low
TX00002862,2025-12-07 18:37:13.091411,C100013,BEN9376,2176.4,UPI,completed,True,medium,True,26.77.61.208,0,[],Low,deterministic-v1,rules-2025-12-09,0.004100848077600959,Normal,0.0,0.0016403392310403839,Low
TX00002893,2025-12-07 18:37:25.091411,C100266,BEN9530,1927.06,NEFT,completed,True,low,True,108.229.82.18,0,[],Low,deterministic-v1,rules-2025-12-09,0.007209532103270253,Normal,0.0,0.0028838128413081012,Low
TX00001971,2025-12-07 18:38:04.091411,C100067,BEN5376,2833.62,UPI,completed,True,low,True,70.249.48.1,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09,0.004636787659615896,Normal,0.5,0.30185471506384637,Medium
TX00001283,2025-12-07 18:38:50.091411,C100282,BEN6332,2123.57,UPI,completed,True,low,True,129.180.160.126,0,[],Low,deterministic-v1,rules-2025-12-09,0.0041181491156632435,Normal,0.0,0.0016472596462652974,Low
TX00002585,2025-12-07 18:40:51.091411,C100240,BEN3363,860.38,UPI,completed,True,low,True,174.220.60.183,0,[],Low,deterministic-v1,rules-2025-12-09,0.001293766529882531,Normal,0.0,0.0005175066119530125,Low
TX00002847,2025-12-07 18:41:57.091411,C100149,BEN7777,2288.72,UPI,completed,False,low,True,113.57.48.203,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09,0.005121652875394536,Normal,0.5,0.3020486611501578,Medium
TX00000999,2025-12-07 18:43:39.091411,C100055,BEN4684,5816.93,UPI,completed,True,low,True,145.210.110.16,45,['dormant_account_spike'],Medium,deterministic-v1,rules-2025-12-09,0.0038797324238953003,Normal,0.225,0.13655189296955814,Low
TX00001702,2025-12-07 18:44:19.091411,C100306,BEN5119,268.82,UPI,completed,False,low,True,195.237.182.2,0,[],Low,deterministic-v1,rules-2025-12-09,0.0012101848906099068,Normal,0.0,0.0004840739562439627,Low
TX00001896,2025-12-07 18:44:54.091411,C100270,BEN9255,1848.1,UPI,completed,True,low,True,240.196.78.149,0,[],Low,deterministic-v1,rules-2025-12-09,0.0036923661616867875,Normal,0.0,0.0014769464646747152,Low
TX00000343,2025-12-07 18:47:52.091411,C100209,BEN1731,1116.67,UPI,completed,True,high,True,192.119.125.119,0,[],Low,deterministic-v1,rules-2025-12-09,0.003884153737879374,Normal,0.0,0.0015536614951517497,Low
TX00001393,2025-12-07 18:48:53.091411,C100033,BEN2497,560.94,UPI,completed,True,medium,True,177.13.4.54,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09,0.0009602335447637819,Normal,0.5,0.3003840934179055,Medium
TX00000924,2025-12-07 18:48:56.091411,C100087,BEN6120,685.75,UPI,completed,True,low,True,169.48.243.24,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09,0.0010390730443645272,Normal,0.5,0.3004156292177458,Medium
TX00002807,2025-12-07 18:50:19.091411,C100193,BEN7315,10497.91,UPI,completed,True,medium,True,232.73.248.194,0,[],Low,deterministic-v1,rules-2025-12-09,0.005604346408907802,Normal,0.0,0.002241738563563121,Low
TX00003392,2025-12-07 18:53:48.091411,C100230,BEN9018,2959.6,UPI,completed,True,high,True,125.223.6.226,0,[],Low,deterministic-v1,rules-2025-12-09,0.004455148355674433,Normal,0.0,0.0017820593422697734,Low
TX00000592,2025-12-07 18:53:50.091411,C100085,BEN7524,183.45,RTGS,completed,True,low,True,10.121.123.28,30,['rtgs_unusual_small_amount'],Low,deterministic-v1,rules-2025-12-09,0.17652629004743353,Normal,0.15,0.16061051601897341,Low
TX00000317,2025-12-07 18:58:33.091411,C100008,BEN1033,390.24,NEFT,completed,False,low,True,229.214.209.172,0,[],Low,deterministic-v1,rules-2025-12-09,0.0014193550670381647,Normal,0.0,0.0005677420268152659,Low
