tx_id,timestamp,payer_id,beneficiary_id,amount,payment_system,status,kyc_verified,risk_tier,device_ok,ip,score,reasons,flag,model_version,rule_config_version
TX00001616,2025-12-07T11:50:38.091411,C100174,BEN3779,3673.89,UPI,completed,True,medium,True,160.238.88.214,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001189,2025-12-07T11:51:11.091411,C100171,BEN9908,144.74,UPI,completed,False,low,True,101.44.137.235,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002435,2025-12-07T11:52:40.091411,C100165,BEN9413,11182.08,RTGS,completed,True,medium,True,109.202.72.51,75,"['rtgs_unusual_small_amount', 'dormant_account_spike']",Medium,deterministic-v1,rules-2025-12-09
TX00003493,2025-12-07T11:52:44.091411,C100255,BEN6080,7369.19,UPI,completed,True,low,True,52.185.236.119,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000048,2025-12-07T11:54:38.091411,C100034,BEN8471,1478.22,UPI,reversed,True,low,True,5.129.209.179,0,['auto_reversal_sim'],Low,deterministic-v1,rules-2025-12-09
TX00000689,2025-12-07T11:55:01.091411,C100025,BEN2305,1335.33,UPI,completed,True,medium,True,169.86.69.190,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000062,2025-12-07T11:56:29.091411,C100207,BEN8080,683.12,UPI,completed,True,low,True,138.48.94.84,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00001122,2025-12-07T11:57:21.091411,C100182,BEN3909,168.37,UPI,completed,True,low,True,16.159.235.107,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001119,2025-12-07T11:57:35.091411,C100300,BEN7189,219.04,UPI,completed,True,low,True,165.45.94.47,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000349,2025-12-07T11:58:58.091411,C100257,BEN3032,1408.88,UPI,completed,True,low,True,243.114.190.225,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00000262,2025-12-07T12:00:55.091411,C100217,BEN5472,1560.99,UPI,completed,True,medium,True,60.161.242.35,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00000932,2025-12-07T12:05:39.091411,C100350,BEN2392,3590.88,UPI,completed,True,low,True,172.158.186.118,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003607,2025-12-07T12:05:39.091411,C100150,BEN4075,1362.48,UPI,completed,True,low,True,141.18.81.118,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003789,2025-12-07T12:07:01.091411,C100136,BEN5482,1307.32,UPI,completed,True,high,True,92.73.204.26,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002312,2025-12-07T12:07:24.091411,C100041,BEN3918,971.07,RTGS,completed,True,low,True,153.223.86.234,30,['rtgs_unusual_small_amount'],Low,deterministic-v1,rules-2025-12-09
TX00002711,2025-12-07T12:07:46.091411,C100251,BEN1293,960.41,UPI,completed,True,low,True,138.3.108.164,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000476,2025-12-07T12:08:54.091411,C100179,BEN9372,3379.8,UPI,completed,True,medium,True,230.167.96.121,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000816,2025-12-07T12:11:14.091411,C100283,BEN2393,952.21,UPI,completed,True,high,True,174.203.26.9,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001193,2025-12-07T12:15:25.091411,C100221,BEN7496,2399.57,UPI,completed,True,medium,True,50.115.165.102,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003377,2025-12-07T12:17:37.091411,C100004,BEN9803,55.36,UPI,completed,True,low,True,41.134.241.76,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001821,2025-12-07T12:17:49.091411,C100148,BEN5160,1167.51,UPI,completed,True,medium,True,244.158.11.148,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000748,2025-12-07T12:21:04.091411,C100188,BEN6904,3207.98,UPI,blocked,True,high,False,69.65.47.240,90,['ip_reputation'],High-Risk,deterministic-v1,rules-2025-12-09
TX00001835,2025-12-07T12:21:24.091411,C100131,BEN8721,3813.34,UPI,completed,True,low,True,189.163.46.72,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003816,2025-12-07T12:21:47.091411,C100282,BEN2478,169.83,UPI,completed,True,low,True,118.11.85.81,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001498,2025-12-07T12:23:26.091411,C100084,BEN7891,1015.18,UPI,completed,True,low,True,197.10.104.166,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001938,2025-12-07T12:23:51.091411,C100136,BEN8680,1154.94,UPI,completed,True,high,True,205.221.82.13,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001054,2025-12-07T12:25:43.091411,C100263,BEN5566,1234.13,UPI,completed,True,medium,True,182.154.53.222,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003761,2025-12-07T12:26:59.091411,C100389,BEN1810,428.75,UPI,completed,True,medium,True,112.98.240.235,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000007,2025-12-07T12:28:26.091411,C100158,BEN4178,619.68,RTGS,completed,True,high,True,165.124.224.96,30,['rtgs_unusual_small_amount'],Low,deterministic-v1,rules-2025-12-09
TX00001591,2025-12-07T12:28:36.091411,C100079,BEN3068,582.39,UPI,completed,True,low,True,6.108.196.38,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003127,2025-12-07T12:29:00.091411,C100189,BEN3834,1183.68,RTGS,completed,True,medium,True,171.170.131.115,30,['rtgs_unusual_small_amount'],Low,deterministic-v1,rules-2025-12-09
TX00001314,2025-12-07T12:29:04.091411,C100167,BEN5156,1879.09,UPI,completed,True,low,True,23.147.85.95,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00000532,2025-12-07T12:29:05.091411,C100089,BEN5800,618.3,UPI,completed,True,low,True,224.236.233.41,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001507,2025-12-07T12:30:57.091411,C100023,BEN7388,2330.57,UPI,completed,True,low,True,210.27.176.92,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003016,2025-12-07T12:30:57.091411,C100172,BEN3543,663.8,UPI,completed,True,medium,True,209.240.205.160,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00002538,2025-12-07T12:31:39.091411,C100328,BEN9129,749.94,UPI,completed,True,low,True,67.118.129.53,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001070,2025-12-07T12:32:23.091411,C100390,BEN8539,4725.89,UPI,completed,True,medium,True,35.62.176.47,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001301,2025-12-07T12:32:44.091411,C100188,BEN7676,1594.8,NEFT,completed,True,high,True,70.49.13.155,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001749,2025-12-07T12:33:50.091411,C100172,BEN8710,1042.85,UPI,completed,True,medium,True,225.221.65.144,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001109,2025-12-07T12:34:18.091411,C100142,BEN3097,3972.85,UPI,completed,False,medium,True,159.190.5.25,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00000978,2025-12-07T12:35:08.091411,C100054,BEN8645,3919.65,UPI,completed,True,low,True,14.185.130.67,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002002,2025-12-07T12:35:46.091411,C100364,BEN1447,1602.64,UPI,completed,True,low,True,99.71.145.221,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00002482,2025-12-07T12:40:38.091411,C100121,BEN1182,4481.54,RTGS,completed,False,low,True,220.138.178.10,30,['rtgs_unusual_small_amount'],Low,deterministic-v1,rules-2025-12-09
TX00001288,2025-12-07T12:40:51.091411,C100191,BEN8962,2558.7,UPI,completed,True,low,True,212.104.163.180,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003417,2025-12-07T12:41:08.091411,C100034,BEN4648,2273.5,UPI,completed,True,low,True,64.201.36.99,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003976,2025-12-07T12:42:38.091411,C100110,BEN2105,611.75,UPI,completed,True,medium,True,57.77.194.203,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000570,2025-12-07T12:44:03.091411,C100299,BEN5354,6223.33,UPI,completed,False,low,True,245.26.148.25,45,['dormant_account_spike'],Medium,deterministic-v1,rules-2025-12-09
TX00003898,2025-12-07T12:48:21.091411,C100191,BEN5462,1349.24,NEFT,completed,True,low,True,89.111.209.18,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003541,2025-12-07T12:48:48.091411,C100310,BEN2658,444.24,UPI,completed,False,low,True,129.241.163.210,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001217,2025-12-07T12:49:42.091411,C100286,BEN4490,5490.51,UPI,completed,True,low,True,185.202.53.70,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000656,2025-12-07T12:49:52.091411,C100330,BEN1358,831.78,UPI,completed,True,low,True,44.57.219.150,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003119,2025-12-07T12:50:40.091411,C100104,BEN1205,2454.69,UPI,completed,True,low,True,23.154.138.52,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000905,2025-12-07T12:51:57.091411,C100160,BEN5616,1197.6,UPI,completed,False,low,True,46.20.50.47,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001897,2025-12-07T12:52:35.091411,C100059,BEN2947,1003.6,UPI,completed,True,medium,True,12.11.11.224,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00000533,2025-12-07T12:53:19.091411,C100236,BEN1529,188690.53,UPI,completed,True,low,True,183.7.113.124,125,"['high_absolute_value', 'dormant_account_spike']",STR,deterministic-v1,rules-2025-12-09
TX00000352,2025-12-07T12:53:35.091411,C100217,BEN8344,405.71,UPI,completed,True,medium,True,245.204.124.6,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00000371,2025-12-07T12:53:55.091411,C100017,BEN3826,698.41,UPI,completed,True,low,True,22.32.126.165,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00003713,2025-12-07T12:55:20.091411,C100206,BEN9828,5518.34,UPI,completed,True,low,True,72.182.142.8,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001032,2025-12-07T12:55:29.091411,C100027,BEN9827,1923.51,UPI,completed,True,low,True,195.232.236.14,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00003183,2025-12-07T12:55:33.091411,C100133,BEN8188,461.33,UPI,completed,True,low,True,229.89.25.150,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002627,2025-12-07T12:57:47.091411,C100330,BEN7596,3553.97,UPI,completed,True,low,True,144.150.43.205,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003591,2025-12-07T12:59:02.091411,C100112,BEN6163,51.31,UPI,completed,False,low,True,243.123.249.146,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002261,2025-12-07T13:01:47.091411,C100309,BEN4880,8118.0,UPI,completed,True,low,True,182.179.52.157,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001855,2025-12-07T13:02:13.091411,C100379,BEN1292,2784.89,UPI,completed,True,medium,True,152.58.241.158,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003362,2025-12-07T13:02:14.091411,C100352,BEN8724,4727.0,UPI,completed,True,low,True,216.238.187.88,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001886,2025-12-07T13:02:29.091411,C100028,BEN4312,1417.54,UPI,completed,True,low,True,48.187.181.31,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001813,2025-12-07T13:02:56.091411,C100352,BEN3758,3440.18,UPI,completed,True,low,True,60.124.165.101,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001105,2025-12-07T13:04:34.091411,C100298,BEN8644,1117.4,UPI,completed,True,high,True,161.125.69.190,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003639,2025-12-07T13:05:32.091411,C100225,BEN8255,1974.62,UPI,completed,False,low,True,46.35.156.211,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003312,2025-12-07T13:05:47.091411,C100018,BEN3541,501.93,UPI,completed,True,low,True,17.27.88.34,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002839,2025-12-07T13:06:23.091411,C100061,BEN5577,4500.41,UPI,completed,True,medium,True,232.149.12.151,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00000035,2025-12-07T13:07:14.091411,C100003,BEN5374,6791.26,UPI,completed,True,low,True,181.198.80.177,45,['dormant_account_spike'],Medium,deterministic-v1,rules-2025-12-09
TX00002410,2025-12-07T13:08:53.091411,C100361,BEN9667,1986.89,UPI,completed,False,low,True,89.157.44.126,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00000121,2025-12-07T13:09:32.091411,C100246,BEN1894,1265.46,UPI,completed,True,low,True,97.104.210.61,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001038,2025-12-07T13:09:50.091411,C100004,BEN7636,1605.53,UPI,completed,True,low,True,79.11.91.91,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002767,2025-12-07T13:11:14.091411,C100271,BEN5835,1151.78,UPI,completed,True,medium,True,56.10.94.196,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002166,2025-12-07T13:12:04.091411,C100336,BEN1278,4764.51,UPI,completed,True,low,True,162.189.57.37,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002550,2025-12-07T13:12:11.091411,C100099,BEN8447,1950.12,UPI,completed,False,low,True,247.2.37.181,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00003821,2025-12-07T13:13:17.091411,C100015,BEN4663,3381.25,UPI,completed,True,low,True,85.166.113.204,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002929,2025-12-07T13:16:55.091411,C100275,BEN2989,534.42,UPI,completed,True,medium,True,17.3.135.135,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000505,2025-12-07T13:18:07.091411,C100350,BEN3916,2400.81,UPI,completed,True,low,True,3.51.114.93,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00001592,2025-12-07T13:18:09.091411,C100232,BEN8485,1653.11,UPI,completed,True,low,True,217.216.235.176,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000991,2025-12-07T13:18:42.091411,C100069,BEN3356,4626.28,UPI,completed,True,low,True,136.111.185.130,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000611,2025-12-07T13:19:54.091411,C100176,BEN5123,187963.63,UPI,completed,True,low,True,173.23.82.151,80,['high_absolute_value'],High-Risk,deterministic-v1,rules-2025-12-09
TX00002066,2025-12-07T13:20:38.091411,C100357,BEN8906,6725.13,UPI,reversed,True,low,True,84.185.134.12,100,"['sanctions_hit', 'auto_reversal_sim']",High-Risk,deterministic-v1,rules-2025-12-09
TX00003739,2025-12-07T13:22:16.091411,C100041,BEN8948,4440.53,UPI,completed,True,low,True,213.168.63.172,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001557,2025-12-07T13:22:48.091411,C100110,BEN7081,988.58,NEFT,completed,True,medium,True,120.8.186.104,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001686,2025-12-07T13:23:13.091411,C100246,BEN3059,233.35,RTGS,reversed,True,low,True,138.133.127.136,30,"['rtgs_unusual_small_amount', 'auto_reversal_sim']",Low,deterministic-v1,rules-2025-12-09
TX00003444,2025-12-07T13:24:40.091411,C100014,BEN3215,1077.95,UPI,completed,True,low,True,87.209.244.226,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001185,2025-12-07T13:25:09.091411,C100196,BEN7346,3769.81,UPI,completed,True,low,True,133.37.80.101,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000650,2025-12-07T13:26:50.091411,C100063,BEN1053,2691.56,RTGS,completed,True,low,True,126.153.28.122,30,['rtgs_unusual_small_amount'],Low,deterministic-v1,rules-2025-12-09
TX00001944,2025-12-07T13:27:15.091411,C100094,BEN8883,1899.57,UPI,blocked,True,low,False,204.85.58.244,90,['ip_reputation'],High-Risk,deterministic-v1,rules-2025-12-09
TX00001396,2025-12-07T13:27:39.091411,C100032,BEN7405,617.56,RTGS,completed,True,high,True,243.106.213.178,30,['rtgs_unusual_small_amount'],Low,deterministic-v1,rules-2025-12-09
TX00001459,2025-12-07T13:28:21.091411,C100045,BEN6323,3348.92,UPI,completed,True,medium,True,94.122.18.52,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001559,2025-12-07T13:31:17.091411,C100186,BEN5875,1047.84,UPI,completed,True,low,True,149.17.195.12,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000813,2025-12-07T13:32:20.091411,C100192,BEN9854,1551.77,UPI,completed,True,medium,True,250.29.166.169,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001939,2025-12-07T13:33:44.091411,C100002,BEN2353,3712.69,UPI,completed,False,low,True,241.91.9.154,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001931,2025-12-07T13:33:58.091411,C100003,BEN7607,12820.95,NEFT,completed,True,low,True,162.213.167.23,145,"['sanctions_hit', 'dormant_account_spike']",STR,deterministic-v1,rules-2025-12-09
TX00000356,2025-12-07T13:34:30.091411,C100126,BEN2512,1812.69,UPI,completed,True,medium,True,169.227.98.151,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001721,2025-12-07T13:35:29.091411,C100027,BEN9514,3565.16,UPI,completed,True,low,True,221.154.223.182,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00003483,2025-12-07T13:38:44.091411,C100332,BEN5319,647.37,UPI,completed,True,medium,True,187.214.143.125,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001436,2025-12-07T13:39:17.091411,C100311,BEN7333,1790.78,UPI,completed,True,low,True,118.47.128.87,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001954,2025-12-07T13:40:22.091411,C100350,BEN2264,1623.03,UPI,completed,True,low,True,236.95.133.34,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002205,2025-12-07T13:44:02.091411,C100018,BEN4885,2818.86,NEFT,completed,True,low,True,51.69.14.130,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003936,2025-12-07T13:44:34.091411,C100097,BEN6864,4741.89,NEFT,completed,False,low,True,210.199.89.68,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00000669,2025-12-07T13:49:09.091411,C100054,BEN4587,7978.12,UPI,completed,True,low,True,243.238.170.17,145,"['sanctions_hit', 'dormant_account_spike']",STR,deterministic-v1,rules-2025-12-09
TX00001077,2025-12-07T13:49:21.091411,C100306,BEN6160,6720.02,NEFT,completed,False,low,True,66.229.98.26,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001600,2025-12-07T13:49:24.091411,C100370,BEN5849,2668.47,UPI,completed,True,low,True,2.148.67.101,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000718,2025-12-07T13:49:28.091411,C100300,BEN4635,367.43,UPI,completed,True,low,True,174.51.127.56,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002785,2025-12-07T13:51:07.091411,C100289,BEN9545,1715.21,UPI,completed,True,low,True,48.246.250.47,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001473,2025-12-07T13:51:36.091411,C100089,BEN7222,1542.42,UPI,completed,True,low,True,162.176.81.72,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002945,2025-12-07T13:53:44.091411,C100206,BEN4598,4152.67,UPI,completed,True,low,True,213.12.31.233,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003671,2025-12-07T13:56:37.091411,C100179,BEN6244,3186.98,UPI,completed,True,medium,True,56.190.157.47,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001277,2025-12-07T13:57:38.091411,C100104,BEN6806,2176.53,UPI,completed,True,low,True,61.19.53.100,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002152,2025-12-07T13:58:09.091411,C100272,BEN3748,2559.38,UPI,completed,True,low,True,173.1.31.18,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002126,2025-12-07T13:59:53.091411,C100170,BEN4950,881.74,UPI,completed,True,medium,True,42.22.203.51,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000084,2025-12-07T14:03:47.091411,C100161,BEN6345,1286.63,NEFT,completed,False,medium,True,54.116.79.119,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002284,2025-12-07T14:04:31.091411,C100355,BEN1229,1846.92,RTGS,completed,True,low,True,210.246.140.12,30,['rtgs_unusual_small_amount'],Low,deterministic-v1,rules-2025-12-09
TX00002096,2025-12-07T14:05:56.091411,C100180,BEN6008,1417.23,UPI,completed,True,low,True,89.161.86.196,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002509,2025-12-07T14:06:57.091411,C100183,BEN1779,2707.81,UPI,completed,True,low,True,201.128.57.214,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002924,2025-12-07T14:07:14.091411,C100362,BEN9815,3372.24,UPI,completed,True,low,True,19.99.126.24,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003376,2025-12-07T14:07:28.091411,C100151,BEN8989,378.71,UPI,completed,True,low,True,104.95.196.212,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001808,2025-12-07T14:07:31.091411,C100313,BEN2735,6964.82,UPI,completed,True,low,True,239.57.218.212,45,['dormant_account_spike'],Medium,deterministic-v1,rules-2025-12-09
TX00003287,2025-12-07T14:08:41.091411,C100068,BEN8959,3009.28,UPI,completed,True,medium,True,136.183.221.179,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001382,2025-12-07T14:09:56.091411,C100270,BEN5014,1071.94,UPI,completed,True,low,True,6.106.55.193,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002184,2025-12-07T14:10:34.091411,C100204,BEN2596,5833.08,UPI,completed,True,low,True,154.172.195.15,45,['dormant_account_spike'],Medium,deterministic-v1,rules-2025-12-09
TX00000252,2025-12-07T14:11:09.091411,C100153,BEN5713,1262.29,RTGS,blocked,True,low,False,161.176.122.250,120,"['ip_reputation', 'rtgs_unusual_small_amount']",STR,deterministic-v1,rules-2025-12-09
TX00001112,2025-12-07T14:11:17.091411,C100047,BEN9971,1610.83,UPI,completed,True,medium,True,141.103.124.37,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00001295,2025-12-07T14:11:49.091411,C100123,BEN8925,267.01,UPI,completed,True,high,True,85.225.167.96,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002746,2025-12-07T14:11:56.091411,C100117,BEN4136,1144.14,UPI,completed,True,medium,True,175.152.250.102,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00000563,2025-12-07T14:11:58.091411,C100032,BEN9901,1943.05,UPI,completed,True,high,True,130.47.102.210,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003734,2025-12-07T14:12:39.091411,C100324,BEN5183,5654.02,UPI,completed,False,low,True,242.56.118.180,45,['dormant_account_spike'],Medium,deterministic-v1,rules-2025-12-09
TX00002230,2025-12-07T14:13:38.091411,C100057,BEN7911,1706.2,UPI,completed,True,low,True,38.2.113.38,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00000156,2025-12-07T14:14:05.091411,C100127,BEN6603,3367.78,UPI,completed,True,low,True,224.68.53.59,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00002030,2025-12-07T14:14:14.091411,C100040,BEN9328,2711.41,UPI,completed,True,medium,True,145.239.190.48,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001365,2025-12-07T14:15:03.091411,C100062,BEN7697,407.11,UPI,blocked,True,low,False,188.81.217.243,190,"['ip_reputation', 'sanctions_hit']",STR,deterministic-v1,rules-2025-12-09
TX00003129,2025-12-07T14:16:26.091411,C100116,BEN4700,816.34,UPI,completed,True,medium,True,105.174.246.21,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003135,2025-12-07T14:16:53.091411,C100381,BEN2965,3891.59,UPI,completed,True,low,True,142.223.93.197,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002867,2025-12-07T14:17:03.091411,C100392,BEN1229,1157.56,UPI,completed,True,low,True,158.59.77.220,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001318,2025-12-07T14:17:47.091411,C100297,BEN9189,11717.26,UPI,completed,True,low,True,56.216.30.139,145,"['sanctions_hit', 'dormant_account_spike']",STR,deterministic-v1,rules-2025-12-09
TX00002294,2025-12-07T14:19:04.091411,C100397,BEN1978,1108.73,UPI,completed,False,low,True,161.86.216.126,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00001206,2025-12-07T14:20:31.091411,C100395,BEN9052,688.37,UPI,completed,True,low,True,92.48.227.118,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000085,2025-12-07T14:21:20.091411,C100061,BEN1660,2715.75,UPI,completed,True,medium,True,143.192.141.64,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001294,2025-12-07T14:24:03.091411,C100393,BEN4948,3382.91,UPI,blocked,False,medium,False,197.74.158.247,90,['ip_reputation'],High-Risk,deterministic-v1,rules-2025-12-09
TX00000625,2025-12-07T14:24:07.091411,C100284,BEN4302,726.72,UPI,completed,True,high,True,29.11.100.206,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001613,2025-12-07T14:25:46.091411,C100054,BEN3390,2832.51,UPI,completed,True,low,True,140.225.164.158,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003760,2025-12-07T14:28:04.091411,C100026,BEN5368,267.99,UPI,completed,True,low,True,31.38.68.133,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001347,2025-12-07T14:29:02.091411,C100324,BEN3495,1960.84,RTGS,blocked,False,low,False,206.209.10.241,120,"['ip_reputation', 'rtgs_unusual_small_amount']",STR,deterministic-v1,rules-2025-12-09
TX00002139,2025-12-07T14:29:33.091411,C100355,BEN7836,1774.62,UPI,completed,True,low,True,241.216.158.80,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000271,2025-12-07T14:29:45.091411,C100146,BEN4868,4135.9,UPI,completed,True,low,True,67.203.206.72,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003636,2025-12-07T14:31:12.091411,C100364,BEN2988,111.77,UPI,completed,True,low,True,136.28.9.163,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003092,2025-12-07T14:31:38.091411,C100348,BEN1647,2866.53,UPI,completed,False,low,True,26.96.216.28,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00001369,2025-12-07T14:33:13.091411,C100013,BEN9605,2638.51,UPI,completed,True,medium,True,2.214.99.5,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003736,2025-12-07T14:34:37.091411,C100015,BEN4532,2691.01,UPI,completed,True,low,True,183.244.103.174,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003971,2025-12-07T14:35:05.091411,C100389,BEN1236,170.58,NEFT,completed,True,medium,True,216.89.19.34,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001285,2025-12-07T14:35:22.091411,C100313,BEN6868,164.19,UPI,completed,True,low,True,130.210.48.16,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003146,2025-12-07T14:36:33.091411,C100018,BEN1744,2811.22,UPI,completed,True,low,True,238.198.131.204,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000818,2025-12-07T14:37:20.091411,C100047,BEN5900,1703.76,UPI,completed,True,medium,True,69.198.159.121,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00001841,2025-12-07T14:38:05.091411,C100213,BEN7171,890.64,UPI,completed,True,low,True,190.174.131.25,0,[],Low,deterministic-v1,rules-2025-12-09
